,id,sentence,subject_entity,object_entity,label,source
15880,15880,"웸블리 아레나, 스폰서 공식 명칭으로 웸블리 SSE 아레나 (The SSE Arena, Wembley)는 영국 런던 웸블리에 있는 실내 체육관이다.","{'word': '웸블리 아레나', 'start_idx': 0, 'end_idx': 6, 'type': 'ORG'}","{'word': 'The SSE Arena, Wembley', 'start_idx': 34, 'end_idx': 55, 'type': 'LOC'}",org:alternate_names,wikipedia
15904,15904,"조원흠(趙元欽, 1980년 1월 13일 ~)은 중국의 가수, 배우이면서 대한민국의 가수로, 2017년에 락 그룹 노라조에서 이혁이 탈퇴한 이후 노라조에 새롭게 합류한 멤버로, 2018년 8월 신곡 발표와 함께 정식으로 영입되었다.","{'word': '조원흠', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '가수, 배우', 'start_idx': 30, 'end_idx': 35, 'type': 'POH'}",per:title,wikipedia
15910,15910,"주식회사 경기방송(株式會社 京畿放送)은 수도권 지역을 가청권으로 했던 대한민국의 민영 라디오 방송국으로, 경기도 수원시 영통구에 본사를 두고 있었다.","{'word': '경기방송', 'start_idx': 5, 'end_idx': 8, 'type': 'ORG'}","{'word': '京畿放送', 'start_idx': 15, 'end_idx': 18, 'type': 'ORG'}",org:alternate_names,wikipedia
16002,16002,"1572년 신겐은 대규모의 상락 작전을 감행하여, 도쿠가와 이에야스를 미카타가하라 전투(三方ヶ原の戦い)에서 격파하고 오다 가문(織田氏)의 미노, 오와리를 압박했다.","{'word': '오다 가문', 'start_idx': 65, 'end_idx': 69, 'type': 'ORG'}","{'word': '織田氏', 'start_idx': 71, 'end_idx': 73, 'type': 'ORG'}",org:alternate_names,wikipedia
16143,16143,야쿠시지 사아야(さあや)는《허긋토! 프리큐어》에 등장하는 가공의 인물이다.,"{'word': '야쿠시지 사아야', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}","{'word': 'さあや', 'start_idx': 9, 'end_idx': 11, 'type': 'PER'}",per:alternate_names,wikipedia
16191,16191,"디 마테오는 팀을 안정시키는데 성공하여 첼시의 2012년 FA컵 우승을 이끌었고, UEFA 챔피언스리그 2011-12 토너먼트에서도 선전하여 SSC 나폴리, SL 벤피카, FC 바르셀로나를 연이어 격파하였다.","{'word': 'SL 벤피카', 'start_idx': 88, 'end_idx': 93, 'type': 'ORG'}","{'word': '2011-12', 'start_idx': 58, 'end_idx': 64, 'type': 'DAT'}",no_relation,wikipedia
16261,16261,"특히 이번 행사에는 김광현 특전여단장을 포함한 약 1,000여명의 간부들이 담양군 일대 지역식당에서 중대 및 부서 단위로 모여 점심을 먹고, 주민들과 대화를 나누며 화기애애한 시간을 보냈다.","{'word': '김광현', 'start_idx': 11, 'end_idx': 13, 'type': 'PER'}","{'word': '1,000', 'start_idx': 28, 'end_idx': 32, 'type': 'NOH'}",no_relation,wikitree
16275,16275,"역대 왕과 왕족의 계보를 체계화한 최초의 문헌은 신라 말기의 최치원이 지은 《제왕연대력》으로, 일본 사이타마현의 고마 씨(高麗氏) 집안에는 고구려 왕족의 계보를 적은 《고마 씨 계도》가 전해지고 있다. 고려는 초기부터 왕실의 실록과 함께, 고려 태조의 세계를 기록한 《성원록(聖原錄)》이 있었다고 전하며, 문종 이래로 고려의 왕실이나 귀족들도 가계에 대한 체계적인 기록을 가지고 있었지만, 그것을 수합하여 정리하고 기록해두는 기관을 따로 두지는 않았다. 고려의 귀족 가문은 처음에는 개별적으로 각자의 가계를 기록하고 보존해 온 정도였고, 송나라의 영향을 받아 사대부가에서는 가승(家乘)이 전해 내려왔다.","{'word': '고마 씨', 'start_idx': 63, 'end_idx': 66, 'type': 'ORG'}","{'word': '高麗氏', 'start_idx': 68, 'end_idx': 70, 'type': 'ORG'}",org:alternate_names,wikipedia
16403,16403,"아흐마드 자히르 (– ""Aḥmad Zāhir""; 1946년 6월 14일 - 1979년 6월 14일)는 아프가니스탄 출신의 가수, 작사가, 작곡가였다.","{'word': '아흐마드 자히르', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}","{'word': '가수, 작사가, 작곡가', 'start_idx': 68, 'end_idx': 79, 'type': 'POH'}",per:title,wikipedia
16406,16406,"KBS진주방송국(KBS晋州放送局)은 경남 서부지역을 방송권역으로 하는 KBS창원방송총국 소속 산하의 지역방송국이며, 1976년 4월 1일 개국하였다.","{'word': 'KBS진주', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': 'KBS晋州放送局', 'start_idx': 9, 'end_idx': 16, 'type': 'ORG'}",org:alternate_names,wikipedia
16478,16478,"당시 삼천리지는“18세 이상의 조선 여성, 3년 이내의 사진일 것”을 응모자격 조건으로 걸고, 심사는 '심미계(審美界)의 권위'를 지닌 이광수, 염상섭, 김억, 안석주, 이승만(李承萬), 허영숙, 나혜석, 김원주, 최승희 등을 선정했다.","{'word': '이승만', 'start_idx': 95, 'end_idx': 97, 'type': 'PER'}","{'word': '李承萬', 'start_idx': 99, 'end_idx': 101, 'type': 'PER'}",per:alternate_names,wikipedia
16587,16587,"방호의의 손자 방덕룡(方德龍)은 1588년(선조 21년) 무과에 급제하고 낙안군수로 재직할 때 이순신의 선봉으로 노량해전에서 분전하다가 전사하여 형조참의에 추증되고, 선무원종공신(宣武原從功臣) 2등에 녹훈되었다.","{'word': '방덕룡', 'start_idx': 8, 'end_idx': 10, 'type': 'PER'}","{'word': '선무원종공신(宣武原從功臣)', 'start_idx': 93, 'end_idx': 106, 'type': 'POH'}",per:title,wikipedia
16591,16591,"알바로 메히아 페레스(1982년 1월 18일, 마드리드 지방 마드리드 ~)는 스페인의 프로 축구 선수로, 현재 카타르의 알-샤하니아에서 주로 중앙 수비수로 활약하고 있다.","{'word': '알바로 메히아 페레스', 'start_idx': 0, 'end_idx': 10, 'type': 'PER'}","{'word': '알-샤하니아', 'start_idx': 67, 'end_idx': 72, 'type': 'ORG'}",per:employee_of,wikipedia
16662,16662,"브라이언 엘윈 헤너 주니어(Brian Elwin Haner, Jr, 1981년 7월 7일), 시니스터 게이츠로 잘 알려진 미국 음악가는 미국의 헤비 메탈밴드인 어벤지드 세븐폴드의 리드 기타리스트이자 배킹 보컬이다.","{'word': '시니스터 게이츠', 'start_idx': 52, 'end_idx': 59, 'type': 'PER'}","{'word': 'Brian Elwin Haner, Jr', 'start_idx': 15, 'end_idx': 35, 'type': 'PER'}",per:alternate_names,wikipedia
16698,16698,"이종배(李鍾培, 1957년 5월 30일 ~)는 대한민국의 정치인으로 제19·20·21대 국회의원이다.","{'word': '이종배', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '19·20', 'start_idx': 39, 'end_idx': 43, 'type': 'NOH'}",no_relation,wikipedia
16699,16699,"또한 이 무렵 쇼니 씨(少弐氏)가 오우치 씨(大内氏)에게 다자이후를 잃고 쫓겨나면서, 소 사다모리(宗貞盛)가 규슈에 병사를 보내 오우치 씨를 공격하기도 하였다.","{'word': '쇼니 씨', 'start_idx': 8, 'end_idx': 11, 'type': 'PER'}","{'word': '少弐氏', 'start_idx': 13, 'end_idx': 15, 'type': 'ORG'}",per:alternate_names,wikipedia
16751,16751,"원을 북쪽으로 몰아내고 중국 대륙을 차지, 고려와 수교한 명(明)은 고려에 대해 위압적인 태도를 보이며, 북쪽으로 쫓겨간 원의 잔당(북원)을 치는데 필요한 제주마(濟州馬) 2천 필을 바칠 것을 고려에 요구하였는데, 제주 목호의 지도자였던 석질리필사 · 초고독불화 · 관음보 등은 이에 반발하여 ""세조(世祖) 황제(쿠빌라이 칸)께서 방목하신 말을 우리가 어찌 적국인 명에 보낼 수 있단 말인가""라며 350필만 내어주었고, 명의 사신의 항의에 고려 조정은 마침내 탐라를 정벌할 것을 결정하였다.","{'word': '쿠빌라이', 'start_idx': 175, 'end_idx': 178, 'type': 'PER'}","{'word': '세조(世祖)', 'start_idx': 165, 'end_idx': 170, 'type': 'PER'}",per:alternate_names,wikipedia
16956,16956,"내곡동을 둘러 싸고 있는 산은 서초구 구룡산이며, 앞에는 성남시와의 경계를 이루고 있는 인능산으로, 내곡동 구룡산기슭에 세종대왕이 묻힌 영릉(英陵)이 있었으나, 1469년(예종 1년)에 여주로 천장(遷葬)하였다.","{'word': '세종대왕', 'start_idx': 67, 'end_idx': 70, 'type': 'PER'}","{'word': '영릉(英陵)', 'start_idx': 76, 'end_idx': 81, 'type': 'LOC'}",no_relation,wikipedia
17123,17123,"앙드레 김(André Kim, 1935년 9월 21일 (1935년 음력 8월 24일)(1935년 음력 8월 24일) - 2010년 8월 12일)은 대한민국의 패션 디자이너이다.","{'word': '앙드레 김', 'start_idx': 0, 'end_idx': 4, 'type': 'PER'}","{'word': 'André Kim', 'start_idx': 6, 'end_idx': 14, 'type': 'PER'}",per:alternate_names,wikipedia
17214,17214,"역사적으로, 1912년에 오스트리아의 에두아르트 헬리가 정리의 특수한 경우를 증명하였고, 헝가리 수학자 리스 머르첼이 1923년 한-바나흐 정리를 유도할 수 있는 일반적인 리스 확장정리를 증명하였다.","{'word': '에두아르트 헬리', 'start_idx': 21, 'end_idx': 28, 'type': 'PER'}","{'word': '한-바나흐 정리', 'start_idx': 72, 'end_idx': 79, 'type': 'POH'}",no_relation,wikipedia
17230,17230,"피녜라는 칠레 전국으로 방송하는 지상파 채널 칠레비전의 100%, 란 항공의 27%, 축구 클럽 콜로-콜로 (Club Social y Deportivo Colo-Colo)의 13% 를 소유하고 있으며, 키녠코 (Quiñenco), 에너시스 (Enersis), 소키미치 (Soquimich) 같은 회사의 주식의 상당량을 보유하고 있다.","{'word': '콜로-콜로', 'start_idx': 54, 'end_idx': 58, 'type': 'ORG'}","{'word': 'Club Social y Deportivo Colo-Colo', 'start_idx': 61, 'end_idx': 93, 'type': 'ORG'}",org:alternate_names,wikipedia
17265,17265,"1882년 오스트리아-헝가리 제국에 있던 사설 철도가 국영화되기 시작하였는데, 그 때에 오스트리아 제국철도(k.k. österreichische Staatsbahnen, 약어:kkStB)가 설립되었다.","{'word': '오스트리아 제국', 'start_idx': 49, 'end_idx': 56, 'type': 'ORG'}","{'word': '오스트리아-헝가리 제국', 'start_idx': 6, 'end_idx': 17, 'type': 'ORG'}",no_relation,wikipedia
17307,17307,"6월 7일, 나카야마 유마 w/B.I.Shadow와 Hey! Say! JUMP의 야마다 료스케와 치넨 유리가 합체해 NYCboys가 결성되어 2009년 8월에 행해진 《여자 배구 월드 그랑프리 2009》의 스페셜 서포터를 맡는다.","{'word': '치넨 유리', 'start_idx': 54, 'end_idx': 58, 'type': 'PER'}","{'word': 'Hey! Say! JUMP', 'start_idx': 29, 'end_idx': 42, 'type': 'POH'}",per:employee_of,wikipedia
17344,17344,"파인톱 퍼킨스(Pinetop Perkins, 1913년 7월 7일 ~ 2011년 3월 21일)는 본명인 조 윌리 퍼킨스(Joe Willie Perkins)으로서 그는 미국 최고의 블루스 피아니스트다.","{'word': '파인톱 퍼킨스', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}","{'word': '조 윌리 퍼킨스(Joe Willie Perkins)', 'start_idx': 58, 'end_idx': 85, 'type': 'PER'}",per:alternate_names,wikipedia
17412,17412,"라파엘 전파(-前派, 이후 Pre-Raphaelites로도 알려졌다)는 1848년에 윌리엄 홀먼 헌트, 존 에버렛 밀레이, 단테 가브리엘 로세티 등 영국의 화가들이 결성한 개혁적인 문예 유파다.","{'word': '라파엘 전파', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}","{'word': 'Pre-Raphaelites', 'start_idx': 15, 'end_idx': 29, 'type': 'ORG'}",org:alternate_names,wikipedia
17521,17521,"노산군은 묘호를 단종(端宗)이라 하고, 능호를 장릉(莊陵)이라 했다.","{'word': '노산군', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '단종(端宗)', 'start_idx': 9, 'end_idx': 14, 'type': 'PER'}",no_relation,wikipedia
17570,17570,"시마다 유스케(島田裕介, 1982년 9월 2일 ~)는 일본의 전 축구 선수이다.","{'word': '시마다 유스케', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}","{'word': '島田裕介', 'start_idx': 8, 'end_idx': 11, 'type': 'PER'}",per:alternate_names,wikipedia
17583,17583,"빅토르 루이스 토레(Víctor Ruiz Torre, 1989년 1월 25일. 에스플루게스 데 요브레가트 ~)는 스페인의 축구 선수로, 현재 레알 베티스에서 센터백로 뛰고 있다.","{'word': '빅토르 루이스 토레', 'start_idx': 0, 'end_idx': 9, 'type': 'PER'}","{'word': 'Víctor Ruiz Torre', 'start_idx': 11, 'end_idx': 27, 'type': 'PER'}",per:alternate_names,wikipedia
17610,17610,"특히 2002-03 시즌 UEFA 챔피언스리그에서 리버풀 FC와 FC 스파르타크 모스크바를 제치고 소속팀을 2라운드로 이끌어, 사상 최초로 스위스 슈퍼리그 팀이 UEFA 챔피언스리그 2라운드에 진출하는 데 크게 기여하였다.","{'word': 'FC 스파르타크 모스크바', 'start_idx': 36, 'end_idx': 48, 'type': 'ORG'}","{'word': '2002-03', 'start_idx': 3, 'end_idx': 9, 'type': 'DAT'}",no_relation,wikipedia
17706,17706,"작가, 시인, 싱어송라이터로 불리는 하상욱 씨는 지난 2012년 발행한 시집 '서울 시'가 베스트셀러에 등극하며 크게 인기를 끌었다.","{'word': '하상욱', 'start_idx': 20, 'end_idx': 22, 'type': 'PER'}","{'word': '시인, 싱어송라이터', 'start_idx': 4, 'end_idx': 13, 'type': 'POH'}",per:title,wikitree
17717,17717,"문화왕후 김씨는 선주(善州, 지금의 경상북도 구미시 선산읍) 사람으로 뒤에 시중(侍中)을 추증받은 김원숭(金元崇)의 딸이다.","{'word': '문화왕후', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '김원숭(金元崇)', 'start_idx': 55, 'end_idx': 62, 'type': 'PER'}",per:parents,wikipedia
17820,17820,"모하메드 살라 갈리(Mohamed Salah Ghaly, 1992년 6월 15일 ~)는 이집트의 축구 선수로, 현재 잉글랜드 프리미어리그의 리버풀 소속이다.","{'word': '모하메드 살라 갈리', 'start_idx': 0, 'end_idx': 9, 'type': 'PER'}","{'word': '1992년 6월 15일 ~', 'start_idx': 32, 'end_idx': 45, 'type': 'DAT'}",per:date_of_birth,wikipedia
17872,17872,"박정숙(朴正淑, 1970년 2월 4일 ~)은 대한민국의 방송인, 연기자, 대학 교수 등이다.","{'word': '박정숙', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '방송인, 연기자, 대학 교수', 'start_idx': 31, 'end_idx': 45, 'type': 'POH'}",per:title,wikipedia
17873,17873,한국기술교육대학교 (韓國技術敎育大學校)는 1991년에 설립되어 1992년에 개교한 대한민국의 사립 대학이다.,"{'word': '한국기술교육대학교', 'start_idx': 0, 'end_idx': 8, 'type': 'ORG'}","{'word': '韓國技術敎育大學校', 'start_idx': 11, 'end_idx': 19, 'type': 'ORG'}",org:alternate_names,wikipedia
17912,17912,"생모는 화의옹주 김씨(和義翁主 金氏, ~1428)로 김씨는 본래 칠점선(七點仙)의 기명을 가진 김해 관기 출신이다.","{'word': '화의옹주', 'start_idx': 4, 'end_idx': 7, 'type': 'PER'}","{'word': '칠점선(七點仙)', 'start_idx': 36, 'end_idx': 43, 'type': 'NOH'}",per:alternate_names,wikipedia
17915,17915,"백원우(白元宇, 1966년 5월 2일 ~)는 대한민국의 정치인으로 제17·18대 국회의원을 역임하였다.","{'word': '백원우', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '17·18', 'start_idx': 38, 'end_idx': 42, 'type': 'NOH'}",no_relation,wikipedia
17966,17966,"최능진(崔能鎭, 1899년 ~ 1951년 2월 11일)은 일제강점기의 흥사단계 독립운동가, 미군정기의 경무부 수사국장, 대한민국의 통일운동가이다.","{'word': '최능진', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1899년 ~ 1951년', 'start_idx': 9, 'end_idx': 21, 'type': 'DAT'}",no_relation,wikipedia
17976,17976,"2002-03 시즌 터키 컵 우승에 공헌하는 등의 활약을 하지만, 현지 적응에 실패한 데다 부상까지 겹치면서 부진한 경기력을 보였고, 불확실한 신분으로 인하여 트라브존스포르와 원 소속 팀인 부천 SK 사이에 이적 분쟁이 일어났다.","{'word': '트라브존스포르', 'start_idx': 89, 'end_idx': 95, 'type': 'ORG'}","{'word': '2002-03', 'start_idx': 0, 'end_idx': 6, 'type': 'DAT'}",no_relation,wikipedia
18108,18108,박근록은 지난 2011년 영화 '촌철살인'을 통해 데뷔한 배우다.,"{'word': '박근록', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': ""2011년 영화 '촌철살인'"", 'start_idx': 8, 'end_idx': 22, 'type': 'DAT'}",no_relation,wikitree
18247,18247,조카로는 도쿠가와 씨(徳川氏)의 가신인 오카베 에이쓰나(岡部永綱)가 있다.,"{'word': '도쿠가와 씨', 'start_idx': 5, 'end_idx': 10, 'type': 'ORG'}","{'word': '徳川氏', 'start_idx': 12, 'end_idx': 14, 'type': 'ORG'}",org:alternate_names,wikipedia
18263,18263,"중양왕 중천왕(中壤王 中川王, 224년~270년, 재위 248년~270년)은 고구려의 제12대 군주이다.","{'word': '중천왕', 'start_idx': 4, 'end_idx': 6, 'type': 'PER'}","{'word': '248년~270년', 'start_idx': 31, 'end_idx': 39, 'type': 'DAT'}",no_relation,wikipedia
18279,18279,"홍희제(洪熙帝, 홍무(洪武)(洪武) 11년 7월 23일(1378년 8월 16일) ~ 홍희(洪熙) 원년 5월 12일(1425년 5월 29일))는 중국 명나라의 제4대 황제(재위 1424년~1425년)이다.","{'word': '홍희제', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '홍희(洪熙) 원년 5월 12일(1425년 5월 29일)', 'start_idx': 47, 'end_idx': 76, 'type': 'PER'}",per:date_of_death,wikipedia
18302,18302,우거왕 사후에도 왕검성은 우거왕을 대신한 성기(成己)의 지휘 아래 계속 항전하였는데 순체가 우거의 아들 장항(長降)과 재상 노인(路人)의 아들 최(最)를 시켜 성기를 죽임으로써 위만조선은 멸망하였다.,"{'word': '우거왕', 'start_idx': 14, 'end_idx': 16, 'type': 'PER'}","{'word': '장항(長降)', 'start_idx': 58, 'end_idx': 63, 'type': 'PER'}",per:children,wikipedia
18324,18324,"화랑대연구소(花郞臺硏究所)는 1967년 6월 ""한국군사연구실""이라는 이름으로 설립된 육군사관학교의 대학 부설 연구소로 서울특별시 노원구 화랑로 574 (공릉동)에 위치하고 있다.","{'word': '화랑대연구소', 'start_idx': 0, 'end_idx': 5, 'type': 'ORG'}","{'word': '서울특별시 노원구 화랑로 574 (공릉동)', 'start_idx': 66, 'end_idx': 88, 'type': 'LOC'}",org:place_of_headquarters,wikipedia
18337,18337,1763년 10월 아우구스트 3세가 사망한 뒤부터 폴란드-리투아니아 연방 의회는 새 국왕을 선출하기 위한 회의를 열었다.,"{'word': '아우구스트 3세', 'start_idx': 10, 'end_idx': 17, 'type': 'PER'}","{'word': '폴란드-리투아니아', 'start_idx': 28, 'end_idx': 36, 'type': 'ORG'}",per:origin,wikipedia
18355,18355,"변정수 씨는 1994년 21살의 나이에 7살 연상 남편과 결혼해 슬하에 두 딸 유채원, 유정원 씨를 두고 있다.","{'word': '변정수', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '딸 유채원, 유정원', 'start_idx': 42, 'end_idx': 51, 'type': 'PER'}",per:children,wikitree
18389,18389,이날 틸은 구글 계열사 딥마인드가 개발한 인공지능(AI)이 잠재적 군사 무기로 간주돼야 한다고 주장했다.,"{'word': '딥마인드', 'start_idx': 13, 'end_idx': 16, 'type': 'ORG'}","{'word': '인공지능(AI)', 'start_idx': 23, 'end_idx': 30, 'type': 'POH'}",org:product,wikitree
18437,18437,"조-본 버지니 스콧 (Jo-Vaughn Virginie Scott, 1995년 1월 20일, 뉴욕주 브루클린 ~)은 흔히 조이 배드애스(Joey Bada$$)로 잘 알려진 미국의 힙합 가수이다.","{'word': 'Joey Bada$$', 'start_idx': 76, 'end_idx': 86, 'type': 'PER'}","{'word': 'Jo-Vaughn Virginie Scott', 'start_idx': 12, 'end_idx': 35, 'type': 'PER'}",per:alternate_names,wikipedia
18526,18526,"이 승세를 몰아 마세나는 휘하에 있는 80,000명의 병사를 이끌고 수보로프 휘하의 러시아군 잔여병인 18,000명의 정규병과 5,000명의 코사크(Cossacks) 부대를 격멸하기 위해 진군하였다.","{'word': '러시아군', 'start_idx': 47, 'end_idx': 50, 'type': 'ORG'}","{'word': '80,000', 'start_idx': 21, 'end_idx': 26, 'type': 'NOH'}",no_relation,wikipedia
18585,18585,"쇼니 모리쓰네는, 일본 가마쿠라 시대(鎌倉時代) 중기의 무장으로 쇼니 씨(少弐氏) 4대 당주이다.","{'word': '쇼니 모리쓰네', 'start_idx': 0, 'end_idx': 6, 'type': 'PER'}","{'word': '쇼니 씨(少弐氏)', 'start_idx': 36, 'end_idx': 44, 'type': 'ORG'}",per:employee_of,wikipedia
18588,18588,"안명준(Myung-Jun Ahn, 安明俊, 1955년 11월 11일 ~)은 순흥(順興) 안씨이며, 독립운동가 안봉순 선생의 손자이다.","{'word': '안봉순', 'start_idx': 61, 'end_idx': 63, 'type': 'PER'}","{'word': '순흥(順興)', 'start_idx': 42, 'end_idx': 47, 'type': 'LOC'}",per:origin,wikipedia
18594,18594,"멜라니 로랑(1983년 2월 21일 ~)은 프랑스의 배우, 가수, 영화 각본가, 영화 감독이다.","{'word': '멜라니 로랑', 'start_idx': 0, 'end_idx': 5, 'type': 'PER'}","{'word': '배우, 가수, 영화 각본가, 영화 감독', 'start_idx': 29, 'end_idx': 49, 'type': 'POH'}",per:title,wikipedia
18688,18688,"독일문화원의 외국지부인 주한독일문화원(Goethe-Institut Seoul)은 1968년 설립된 이래 1969년부터 활동을 시작하였으며, 1978년 남산에 신축건물을 마련하였다.","{'word': '독일문화원', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': 'Goethe-Institut', 'start_idx': 21, 'end_idx': 35, 'type': 'ORG'}",org:alternate_names,wikipedia
18705,18705,"중화민국 입법원(中華民國 立法院)은 중화민국에서 최고의 입법 기관이며, 대한민국의 국회와 비슷한 기능을 가지고 있다.","{'word': '중화민국 입법원', 'start_idx': 0, 'end_idx': 7, 'type': 'ORG'}","{'word': '中華民國 立法院', 'start_idx': 9, 'end_idx': 16, 'type': 'ORG'}",no_relation,wikipedia
18723,18723,2001-02 시즌 당시 무시무시한 활약을 보여주었던 아스날 FC의 측면 미드필더 로베르 피레스의 부상 역시 큰 타격이었다.,"{'word': '아스날 FC', 'start_idx': 30, 'end_idx': 35, 'type': 'ORG'}","{'word': '2001-02', 'start_idx': 0, 'end_idx': 6, 'type': 'DAT'}",no_relation,wikipedia
18734,18734,"1973-74 시즌 유러피언컵에서 팀을 결승까지 진출시킨 그는 FC 바이에른 뮌헨과의 첫 번째 경기에서 1-1 무승부를 만들었지만, 이틀 뒤에 열린 재경기에서는 4-0으로 패하며 준우승을 했다.","{'word': 'FC 바이에른 뮌헨', 'start_idx': 35, 'end_idx': 44, 'type': 'ORG'}","{'word': '1973-74', 'start_idx': 0, 'end_idx': 6, 'type': 'DAT'}",no_relation,wikipedia
18740,18740,"Genesys는 그 해 12 월에 (주)포르테 소프트웨어(나중에Adante로 재명명), 전자 메일 관리 소프트웨어 개발 업체를 인수했다.","{'word': 'Genesys', 'start_idx': 0, 'end_idx': 6, 'type': 'ORG'}","{'word': '(주)포르테 소프트웨어', 'start_idx': 19, 'end_idx': 30, 'type': 'ORG'}",no_relation,wikipedia
18753,18753,훗날에 예수게이는 열조(烈祖)의 묘호를 받았다.,"{'word': '예수게이', 'start_idx': 4, 'end_idx': 7, 'type': 'PER'}","{'word': '열조(烈祖)', 'start_idx': 10, 'end_idx': 15, 'type': 'PER'}",per:alternate_names,wikipedia
18770,18770,"그는 6번의 분데스리가, 3번의 DFB-포칼, 1번의 UEFA 컵 위너스컵, 3번의 유러피언 컵 우승을 거두었다.","{'word': '분데스리가', 'start_idx': 7, 'end_idx': 11, 'type': 'ORG'}","{'word': 'DFB-포칼', 'start_idx': 18, 'end_idx': 23, 'type': 'POH'}",no_relation,wikipedia
18843,18843,"랴오이우(1958년 8월 4일 ~)는 필명인 라오웨이로 알려져 있는 중국의 작가, 시인, 언론인, 음악가이다.","{'word': '랴오이우', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}","{'word': '작가, 시인, 언론인, 음악가', 'start_idx': 42, 'end_idx': 57, 'type': 'POH'}",per:title,wikipedia
18859,18859,정은채 씨는 2010년 영화 '초능력자'로 데뷔한 배우다.,"{'word': '정은채', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': ""2010년 영화 '초능력자'"", 'start_idx': 7, 'end_idx': 21, 'type': 'POH'}",no_relation,wikitree
18925,18925,"1919년 10월 3.1만세운동 가담 혐의로 6개월형을 언도받고 1920년 3월 22일에 가출옥한 이아주(李娥珠)가 세브란스 병원에 입원했을 때, 그는 이아주의 문병을 갔다.","{'word': '이아주', 'start_idx': 55, 'end_idx': 57, 'type': 'PER'}","{'word': '李娥珠', 'start_idx': 59, 'end_idx': 61, 'type': 'PER'}",per:alternate_names,wikipedia
19074,19074,"지난 2006년 영화 '스승의 은혜'로 데뷔한 문가영은 2017년 KBS2 '드라마 스페셜-혼자 추는 왈츠'를 시작으로 MBC '위대한 유혹자', JTBC '으라차차 와이키키 시즌2'로 주연으로의 성장을 꾀했다.","{'word': '문가영', 'start_idx': 26, 'end_idx': 28, 'type': 'PER'}","{'word': ""2006년 영화 '스승의 은혜"", 'start_idx': 3, 'end_idx': 18, 'type': 'DAT'}",no_relation,wikitree
19105,19105,"또한 신라의 시조왕인 박혁거세 설화에서 혁거세거서간(居西干)이 알에서 나와 처음 입을 열 적에 스스로 알지거서간이라 했다는 기록도 있는데, 이로써 알지는 곡물 또는 곡물에 들어있는 신령(神靈)을 나타내는 말이고 특정의 인명이 아닌 농업의 신 또는 그 대리자로서의 기능을 가지는 신라 초기 왕을 표현하는 것으로 보기도 하고 알지의 알은 금(金)을 나타내는 말이고 지는 존장자(尊長者)에 붙이는 존칭어이므로 알지는 김씨 부족의 족장을 뜻한다고 알려져 있다.","{'word': '박혁거세', 'start_idx': 12, 'end_idx': 15, 'type': 'PER'}","{'word': '혁거세거서간(居西干)', 'start_idx': 22, 'end_idx': 32, 'type': 'POH'}",per:alternate_names,wikipedia
19220,19220,"최근 연구에서는 몽골군의 병력이 최대 25,000명의 기병으로 추측한다.","{'word': '몽골군', 'start_idx': 9, 'end_idx': 11, 'type': 'ORG'}","{'word': '25,000명', 'start_idx': 21, 'end_idx': 27, 'type': 'NOH'}",no_relation,wikipedia
19232,19232,"이비차 바스티치(Ivica Vastić, 1969년 9월 29일, 크로아티아 스플리트 ~)는 오스트리아의 전 축구 선수로, 선수 시절 포지션은 미드필더 및 공격수였다.","{'word': '이비차 바스티치', 'start_idx': 0, 'end_idx': 7, 'type': 'PER'}","{'word': 'Ivica Vastić', 'start_idx': 9, 'end_idx': 20, 'type': 'PER'}",per:alternate_names,wikipedia
19254,19254,그 뒤 후지와라 씨(藤原氏)의 자녀가 황후가 되는 것이 일본에서 하나의 선례가 되었다.,"{'word': '후지와라 씨', 'start_idx': 4, 'end_idx': 9, 'type': 'PER'}","{'word': '藤原氏', 'start_idx': 11, 'end_idx': 13, 'type': 'PER'}",per:alternate_names,wikipedia
19262,19262,"이한동(李漢東, 1934년 12월 5일 ~)은 대한민국의 정치가이다.","{'word': '이한동', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}","{'word': '1934년 12월 5일 ~', 'start_idx': 9, 'end_idx': 22, 'type': 'DAT'}",per:date_of_birth,wikipedia
